OrderID,UserID,OrderStatus,TotalAmount,CreatedAt
538,342,pending,9605.06,2024-11-03 06:15:27
539,158,delivered,554.73,2024-10-06 18:20:52
540,400,delivered,495.84,2024-07-21 03:22:06
541,449,delivered,9245.15,2025-04-12 02:33:43
542,307,delivered,3029.63,2024-09-16 08:19:50
543,293,delivered,4826.62,2024-12-17 20:17:24
544,93,pending,9194.58,2024-08-07 06:02:08
545,462,pending,8513.86,2025-01-09 22:14:46
546,424,pending,4737.64,2024-12-07 04:23:33
547,266,dispatched,7316.86,2024-09-02 21:53:22
548,331,delivered,2785.02,2025-03-11 21:52:16
549,266,dispatched,7170.11,2024-08-13 19:22:04
550,210,pending,7697.58,2024-06-18 02:46:49
551,109,delivered,5416.68,2024-09-14 16:17:11
552,60,pending,3693.78,2024-09-10 23:23:28
553,417,pending,7846.74,2024-04-03 03:59:28
554,305,delivered,7283.16,2024-12-16 01:35:56
555,361,dispatched,8452.76,2024-12-05 21:01:39
556,379,pending,1293.67,2024-07-12 09:56:09
557,61,pending,8590.49,2025-02-06 00:01:03
558,470,dispatched,2735.68,2024-07-31 01:49:48
559,413,delivered,7211.72,2025-03-28 19:37:00
560,422,dispatched,6841.61,2024-09-08 12:34:48
561,402,dispatched,5940.38,2024-04-06 10:52:50
562,411,delivered,3859.48,2024-08-05 15:37:56
563,168,dispatched,5506.16,2024-09-07 19:15:53
564,310,dispatched,4920.27,2025-04-09 21:50:21
565,415,delivered,5783.89,2025-03-10 03:50:19
566,464,dispatched,1672.44,2025-03-27 10:47:12
567,136,pending,3167.09,2024-11-14 11:07:50
568,88,pending,8315.18,2025-02-07 01:21:13
569,174,pending,2213.18,2024-04-22 02:44:57
570,184,dispatched,7895.46,2025-04-16 12:22:06
571,402,dispatched,3357.94,2024-07-03 00:23:09
572,25,pending,8368.77,2025-02-11 20:51:38
573,440,pending,7552.6,2025-02-12 23:50:11
574,184,dispatched,5407.07,2024-12-17 02:45:58
575,481,dispatched,3422.8,2025-03-01 06:43:44
576,112,delivered,850.01,2025-01-24 01:48:16
577,457,dispatched,4119.8,2025-02-17 01:05:18
578,8,pending,1355.98,2025-02-06 09:37:46
579,155,dispatched,4453.08,2024-11-29 00:48:27
580,30,pending,6521.85,2024-08-28 23:44:52
581,125,dispatched,8928.79,2024-12-19 13:52:38
582,150,dispatched,7684.52,2024-10-18 13:12:36
583,313,dispatched,9681.53,2024-12-27 18:02:11
584,162,pending,8657.61,2024-06-26 04:24:27
585,11,delivered,6909.66,2024-04-28 07:34:28
586,260,delivered,4975.49,2024-12-13 00:12:07
587,82,pending,2162.54,2025-04-22 06:51:31
588,23,dispatched,5562.78,2024-07-16 03:17:29
589,485,dispatched,407.29,2025-01-19 11:31:33
590,188,delivered,1602.54,2024-04-09 07:29:15
591,359,dispatched,5767.9,2024-08-16 05:50:29
592,59,dispatched,2990.6,2025-02-13 15:07:23
593,179,dispatched,8303.1,2024-07-20 20:20:54
594,315,pending,652.43,2024-09-11 00:00:54
595,480,delivered,2565.63,2025-03-14 17:24:58
596,120,delivered,2116.77,2025-04-19 05:32:43
597,355,pending,2233.31,2024-04-26 09:01:15
598,44,pending,1891.02,2024-08-14 15:43:16
599,351,dispatched,7149.57,2024-04-05 14:09:38
600,155,dispatched,7541.08,2024-06-09 12:06:39
