OrderItemID,OrderID,ProductID,Quantity,Price
1084,60,121,1,3266.99
1085,78,88,5,1201.16
1086,347,192,2,2419.0
1087,598,164,5,1618.57
1088,173,77,3,3731.05
1089,475,90,4,3727.62
1090,54,9,3,344.91
1091,366,181,4,2616.58
1092,49,45,3,928.78
1093,169,39,4,2569.69
1094,18,177,1,1368.0
1095,208,70,5,2016.11
1096,77,49,2,3576.1
1097,452,115,3,4697.15
1098,434,93,5,1203.11
1099,213,195,1,3682.76
1100,247,183,3,1854.67
1101,286,106,1,1484.13
1102,115,107,5,1528.36
1103,162,97,1,1533.68
1104,153,35,2,4575.89
1105,102,96,1,85.22
1106,331,158,2,865.8
1107,391,176,5,841.45
1108,507,145,1,1579.53
1109,458,110,3,3473.64
1110,28,96,2,4974.2
1111,371,6,3,736.84
1112,60,85,2,493.84
1113,231,155,3,3854.38
1114,261,107,2,923.23
1115,98,25,5,4941.06
1116,149,165,1,307.17
1117,279,95,5,4016.65
1118,247,75,2,4993.46
1119,308,161,5,3439.7
1120,112,147,5,3889.4
1121,414,9,3,2538.8
1122,200,166,1,3442.02
1123,580,175,2,2355.24
1124,303,173,5,589.82
1125,120,25,5,1189.15
1126,234,85,2,1280.6
1127,587,147,2,1289.56
1128,317,120,3,1647.72
1129,547,6,5,2046.55
1130,112,109,5,4641.94
1131,29,126,3,1031.55
1132,264,46,5,2120.47
1133,474,87,2,2801.72
1134,233,49,5,903.33
1135,597,62,4,1824.72
1136,21,183,1,4131.1
1137,237,73,5,1731.47
1138,52,153,2,1615.84
1139,254,189,4,3006.14
1140,417,34,3,2137.61
1141,150,32,3,1581.52
1142,457,156,1,933.44
1143,493,190,5,2007.37
1144,8,35,1,4393.36
1145,132,94,4,2925.21
1146,268,165,2,3759.36
1147,360,92,4,2773.38
1148,160,131,3,1363.65
1149,470,144,1,3482.09
1150,29,104,5,953.45
1151,213,135,5,1137.76
1152,173,158,2,3344.89
1153,111,166,4,1554.85
1154,74,20,3,3937.35
1155,337,168,4,4457.46
1156,342,90,1,4958.95
1157,576,143,5,1557.74
1158,276,123,2,3036.42
1159,468,42,4,3669.71
1160,152,121,2,1182.09
1161,452,105,2,3062.45
1162,597,23,1,1911.18
1163,384,146,5,3710.25
1164,521,177,2,3882.56
1165,180,89,2,3913.25
1166,65,200,4,505.19
1167,40,4,2,4199.8
1168,301,189,1,1928.45
1169,414,95,2,3043.83
1170,452,19,3,3334.32
1171,525,59,2,4844.0
1172,354,68,1,681.24
1173,72,36,4,3959.62
1174,183,128,3,538.12
1175,221,164,2,4830.81
1176,557,35,4,1048.74
1177,188,106,1,1146.69
1178,436,91,2,4200.76
1179,442,186,3,792.67
1180,522,179,5,4829.56
1181,314,26,3,2375.38
1182,365,166,1,177.73
1183,73,137,4,3762.03
1184,387,155,3,3319.26
1185,373,115,2,3154.35
1186,301,9,1,1538.25
1187,306,35,3,3050.51
1188,393,160,4,2329.75
1189,325,119,3,1560.83
1190,323,189,1,571.38
1191,519,128,1,4253.19
1192,266,111,4,1956.32
1193,243,8,1,520.06
1194,353,132,1,836.58
1195,284,68,1,4185.19
1196,167,18,3,797.14
1197,364,47,3,2796.91
1198,209,144,1,4439.34
1199,216,26,4,2597.58
1200,145,80,2,4816.7
1201,446,157,3,1966.89
1202,234,176,3,2261.3
1203,152,143,1,91.39
1204,161,171,4,2799.69
1205,483,123,3,1578.82
1206,491,134,1,3955.68
1207,231,180,1,3844.22
1208,387,114,2,4627.72
1209,396,164,1,3360.13
1210,164,77,1,4424.94
1211,366,166,2,4521.79
1212,561,45,5,1495.23
1213,237,179,5,4659.95
1214,121,53,3,2812.67
1215,578,171,2,2069.24
1216,471,74,3,1331.37
1217,465,187,5,4619.59
1218,185,118,4,4360.81
1219,487,191,5,2733.34
1220,318,197,1,1257.56
1221,545,132,2,4147.33
1222,235,7,5,2496.04
1223,311,85,4,2397.43
1224,299,181,2,101.79
1225,578,87,4,3483.97
1226,397,164,2,970.4
1227,39,184,5,608.03
1228,195,145,4,3203.5
1229,331,105,1,2873.07
1230,421,133,3,4890.17
1231,354,97,5,2040.2
1232,289,162,2,3136.8
1233,321,133,2,2902.03
1234,431,41,4,4603.25
1235,294,47,4,4224.81
1236,565,69,3,409.5
1237,456,5,5,361.0
1238,319,113,2,3327.59
1239,68,103,5,696.3
1240,340,179,5,1662.73
1241,66,30,2,3795.01
1242,521,89,3,1079.76
1243,437,153,5,1187.89
1244,360,126,3,1348.03
1245,154,109,3,3142.96
1246,156,115,3,3110.37
1247,438,193,5,4839.73
1248,283,100,1,4354.03
1249,418,17,1,1689.81
1250,405,115,3,2925.77
1251,401,198,3,4204.1
1252,272,91,5,326.2
1253,253,148,4,3276.51
1254,299,37,5,792.28
1255,204,120,4,1107.75
1256,583,117,2,3829.76
1257,213,139,1,3137.08
1258,467,112,2,77.57
1259,337,36,5,2084.77
1260,133,141,4,996.48
1261,327,88,5,4441.68
1262,334,184,4,1667.99
1263,197,77,1,3604.81
1264,549,176,4,3766.74
1265,344,56,5,667.61
1266,423,182,3,2189.86
1267,278,2,2,2968.57
1268,121,69,2,983.45
1269,274,48,1,1820.02
1270,73,99,5,1327.24
1271,53,179,1,2335.61
1272,157,26,3,1373.93
1273,34,63,3,198.27
1274,298,185,4,2845.6
1275,336,195,2,1386.87
1276,17,144,5,1158.06
1277,432,29,1,3048.99
1278,461,103,3,2179.32
1279,501,188,3,1312.38
1280,550,162,1,1640.18
1281,37,50,4,1861.7
1282,73,73,4,4882.47
1283,19,57,2,2533.17
1284,12,112,4,2049.47
1285,160,32,5,4879.19
1286,471,27,4,4686.66
1287,271,35,1,340.58
1288,129,107,2,1551.42
1289,54,149,1,2222.07
1290,380,129,2,1976.22
1291,401,54,4,1426.28
1292,450,104,4,2616.72
1293,236,152,4,1942.53
1294,490,134,3,2604.08
1295,58,115,4,4120.33
1296,470,81,4,3653.72
1297,354,79,5,2062.08
1298,511,78,5,900.8
1299,107,36,2,2584.83
1300,420,51,2,2892.36
1301,42,91,5,4328.7
1302,174,119,3,1072.28
1303,212,195,1,222.8
1304,30,199,4,2205.19
1305,528,188,2,4236.4
1306,590,60,4,4421.14
1307,242,193,1,4478.26
1308,592,121,2,2711.48
1309,414,81,4,4480.23
1310,115,72,4,1912.84
1311,63,174,3,1968.13
1312,269,175,3,4306.42
1313,281,75,2,3944.66
1314,166,39,4,1562.0
1315,386,73,5,1435.15
1316,429,161,2,1026.26
1317,336,26,2,3314.73
1318,336,40,3,1469.0
1319,83,33,4,4463.45
1320,368,95,1,2642.53
1321,318,68,4,4947.4
1322,428,176,2,4000.78
1323,597,70,5,1382.32
1324,424,127,2,2553.37
1325,196,7,2,1439.93
1326,230,192,3,3783.27
1327,203,31,2,591.6
1328,159,165,2,1923.17
1329,319,95,2,3360.49
1330,420,139,1,3511.02
1331,70,159,1,4444.11
1332,405,69,1,2493.51
1333,533,86,4,1388.35
1334,408,59,5,2189.21
1335,75,99,3,3378.58
1336,385,182,2,1466.78
1337,75,175,3,4332.75
1338,598,167,4,2501.87
1339,78,155,1,936.17
1340,572,187,4,755.93
1341,561,105,3,4129.39
1342,87,161,2,2845.67
1343,359,130,3,4516.09
1344,124,114,5,477.21
1345,168,12,2,2560.64
1346,308,58,4,4984.71
1347,232,171,1,2295.31
1348,39,5,5,3191.76
1349,375,96,4,2348.14
1350,529,50,5,370.09
1351,156,128,4,2008.51
1352,94,168,3,1172.51
1353,81,95,5,1813.23
1354,340,182,5,1199.36
1355,514,97,3,189.25
1356,492,93,4,3142.38
1357,476,144,1,4490.14
1358,506,80,4,1266.74
1359,286,163,2,1329.55
1360,269,36,5,2021.51
1361,526,36,5,2378.74
1362,455,101,3,1181.88
1363,180,47,4,4429.22
1364,529,149,3,3455.09
1365,108,149,2,3231.72
1366,43,14,2,2158.85
1367,308,176,3,3295.46
1368,382,82,3,794.12
1369,249,117,4,3488.62
1370,193,162,5,2600.46
1371,311,134,3,1013.88
1372,510,128,3,892.0
1373,598,44,3,3730.25
1374,292,97,3,3778.06
1375,580,29,5,4565.52
1376,529,121,4,3132.54
1377,410,78,5,372.92
1378,523,116,4,4206.76
1379,523,162,3,1786.33
1380,114,52,2,1467.91
1381,464,28,2,4607.67
1382,292,58,2,4957.04
1383,111,126,4,3903.23
1384,76,32,5,3923.62
1385,83,167,2,1388.01
1386,271,157,5,2957.13
1387,371,57,3,327.03
1388,245,156,3,4549.5
1389,379,7,3,2382.64
1390,168,97,1,4446.0
1391,317,8,3,956.31
1392,233,156,1,2949.02
1393,12,74,2,646.44
1394,360,4,3,92.46
1395,527,98,2,727.16
1396,57,23,1,1610.73
1397,456,34,5,4205.49
1398,75,95,5,1684.97
1399,288,62,1,1345.27
1400,277,154,1,4511.42
1401,9,88,2,4983.48
1402,208,129,5,1997.02
1403,61,137,4,2413.8
1404,485,79,2,3825.03
1405,127,63,1,182.45
1406,289,57,4,3602.39
1407,394,187,3,3926.17
1408,275,121,1,3862.11
1409,564,23,4,4219.12
1410,536,68,5,4445.47
1411,372,12,1,3586.8
1412,195,135,3,635.18
1413,32,90,4,2745.83
1414,401,106,1,3703.75
1415,31,121,4,4135.75
1416,32,194,3,4959.54
1417,173,177,4,3882.15
1418,331,143,4,4903.04
1419,281,136,2,2064.61
1420,243,34,2,2405.5
1421,295,76,1,110.67
1422,403,119,3,4726.12
1423,267,111,1,2701.7
1424,103,18,1,3312.44
1425,495,184,5,4011.34
1426,172,125,4,356.09
1427,186,92,2,4962.01
1428,336,133,4,1381.62
1429,400,168,2,4555.14
1430,50,157,5,2293.06
1431,9,92,3,1568.42
1432,378,60,2,890.22
1433,183,72,5,3061.98
1434,97,5,3,1238.94
1435,545,196,1,1452.41
1436,367,30,1,1565.08
1437,581,198,1,4924.56
1438,61,20,1,4983.73
1439,566,98,5,4935.13
1440,92,196,4,1574.77
1441,116,196,3,4753.23
1442,456,6,5,1194.56
1443,137,110,3,2582.08
1444,138,7,4,1519.24
1445,554,162,3,854.61
1446,359,15,5,1090.91
1447,22,105,1,359.3
1448,205,164,3,2016.08
1449,399,170,3,3908.11
1450,44,53,4,2524.57
1451,487,114,2,230.14
1452,260,148,3,4973.59
1453,339,19,3,4214.81
1454,368,137,5,3847.37
1455,68,156,1,1387.78
1456,505,98,3,4467.8
1457,464,74,3,3197.74
1458,235,106,4,4634.92
1459,327,58,2,2475.38
1460,206,187,3,3739.51
1461,355,47,1,4084.38
1462,86,176,4,626.64
1463,2,61,3,2860.99
1464,336,7,2,889.09
1465,153,131,2,4039.3
1466,498,179,4,3243.95
1467,580,111,3,4818.94
1468,506,104,4,4127.29
1469,179,61,4,2815.9
1470,139,65,5,4004.74
1471,46,183,3,1567.23
1472,600,18,5,4483.46
1473,377,12,3,977.11
1474,341,127,1,496.01
1475,478,109,5,3652.0
1476,246,199,3,1852.21
1477,594,182,1,4316.59
1478,478,94,1,2843.31
1479,332,7,5,1742.41
1480,502,51,2,2777.57
1481,108,159,5,4740.36
1482,247,165,5,1874.35
1483,517,168,5,1553.04
1484,52,175,3,2477.77
1485,113,196,4,562.9
1486,87,1,2,2366.38
1487,435,130,4,3350.36
1488,568,70,4,3920.68
1489,398,76,1,4380.57
1490,378,188,4,1059.47
1491,165,9,4,590.0
1492,282,100,3,1799.36
1493,149,137,3,4489.95
1494,187,84,1,4246.41
1495,334,67,1,1583.83
1496,56,125,5,3152.55
1497,116,73,5,1502.22
1498,526,30,1,859.34
1499,595,24,1,375.06
1500,419,48,5,4817.35
