DeliveryID,OrderID,DeliveryPersonID,DeliveryStatus,EstimatedDeliveryTime,ActualDeliveryTime,CreatedAt
280,280,27,delivered,2024-09-15 01:02:09,2024-09-15 02:02:09,2024-09-14 20:02:09
281,281,27,delivered,2024-04-22 14:49:12,2024-04-22 16:49:12,2024-04-22 12:49:12
282,282,47,assigned,2025-04-25 20:16:50,2025-04-25 20:16:50,2025-04-25 16:16:50
283,283,19,assigned,2024-05-23 16:22:29,2024-05-23 16:22:29,2024-05-23 10:22:29
284,284,19,delivered,2024-11-01 15:57:55,2024-11-01 17:57:55,2024-11-01 11:57:55
285,285,50,out for delivery,2024-09-02 17:58:30,2024-09-02 19:58:30,2024-09-02 13:58:30
286,286,10,out for delivery,2024-06-07 18:28:35,2024-06-07 18:28:35,2024-06-07 14:28:35
287,287,35,out for delivery,2024-08-31 03:08:24,2024-08-31 03:08:24,2024-08-30 21:08:24
288,288,13,out for delivery,2024-11-26 15:46:32,2024-11-26 18:46:32,2024-11-26 12:46:32
289,289,31,out for delivery,2025-01-15 11:25:45,2025-01-15 11:25:45,2025-01-15 06:25:45
290,290,34,assigned,2024-12-19 01:26:49,2024-12-19 04:26:49,2024-12-18 20:26:49
291,291,30,out for delivery,2025-03-23 11:11:08,2025-03-23 11:11:08,2025-03-23 06:11:08
292,292,14,delivered,2024-10-02 06:36:58,2024-10-02 07:36:58,2024-10-02 00:36:58
293,293,42,assigned,2024-10-14 04:44:33,2024-10-14 07:44:33,2024-10-13 22:44:33
294,294,30,assigned,2024-07-21 05:42:40,2024-07-21 08:42:40,2024-07-21 00:42:40
295,295,36,delivered,2025-02-21 18:51:12,2025-02-21 19:51:12,2025-02-21 15:51:12
296,296,40,delivered,2025-01-12 12:45:30,2025-01-12 15:45:30,2025-01-12 07:45:30
297,297,22,delivered,2024-04-05 21:32:06,2024-04-05 23:32:06,2024-04-05 16:32:06
298,298,27,delivered,2024-09-22 08:51:20,2024-09-22 11:51:20,2024-09-22 03:51:20
299,299,48,out for delivery,2024-08-07 07:48:50,2024-08-07 07:48:50,2024-08-07 03:48:50
300,300,48,assigned,2024-09-04 22:29:43,2024-09-04 22:29:43,2024-09-04 16:29:43
301,301,47,out for delivery,2024-11-05 11:06:26,2024-11-05 12:06:26,2024-11-05 08:06:26
302,302,17,delivered,2024-04-11 08:27:51,2024-04-11 10:27:51,2024-04-11 03:27:51
303,303,24,delivered,2024-07-07 04:20:16,2024-07-07 06:20:16,2024-07-06 23:20:16
304,304,21,out for delivery,2024-08-19 20:03:50,2024-08-19 21:03:50,2024-08-19 17:03:50
305,305,43,delivered,2025-03-12 14:56:07,2025-03-12 17:56:07,2025-03-12 10:56:07
306,306,10,delivered,2024-10-28 14:04:48,2024-10-28 14:04:48,2024-10-28 11:04:48
307,307,31,assigned,2024-07-29 12:20:37,2024-07-29 15:20:37,2024-07-29 07:20:37
308,308,48,delivered,2024-05-05 06:20:37,2024-05-05 06:20:37,2024-05-05 04:20:37
309,309,48,assigned,2024-12-30 23:40:28,2024-12-30 23:40:28,2024-12-30 19:40:28
310,310,43,out for delivery,2024-08-31 21:16:48,2024-08-31 23:16:48,2024-08-31 18:16:48
311,311,11,out for delivery,2024-04-24 21:21:08,2024-04-25 00:21:08,2024-04-24 18:21:08
312,312,17,assigned,2025-01-25 17:05:18,2025-01-25 19:05:18,2025-01-25 15:05:18
313,313,11,delivered,2024-08-19 16:29:16,2024-08-19 19:29:16,2024-08-19 13:29:16
314,314,6,out for delivery,2024-06-27 06:43:35,2024-06-27 09:43:35,2024-06-27 03:43:35
315,315,37,assigned,2024-04-05 02:21:38,2024-04-05 02:21:38,2024-04-04 20:21:38
316,316,27,assigned,2024-12-19 21:11:38,2024-12-19 23:11:38,2024-12-19 16:11:38
317,317,1,assigned,2024-11-29 21:06:21,2024-11-29 23:06:21,2024-11-29 17:06:21
318,318,50,out for delivery,2025-02-20 07:30:01,2025-02-20 08:30:01,2025-02-20 05:30:01
319,319,14,assigned,2024-05-10 04:15:59,2024-05-10 05:15:59,2024-05-10 02:15:59
320,320,14,delivered,2024-06-20 00:30:19,2024-06-20 03:30:19,2024-06-19 19:30:19
321,321,44,delivered,2024-08-29 20:36:54,2024-08-29 21:36:54,2024-08-29 18:36:54
322,322,45,delivered,2024-04-14 12:52:35,2024-04-14 14:52:35,2024-04-14 07:52:35
323,323,30,assigned,2024-04-26 14:48:26,2024-04-26 16:48:26,2024-04-26 10:48:26
324,324,22,out for delivery,2024-06-22 10:18:21,2024-06-22 11:18:21,2024-06-22 07:18:21
325,325,30,assigned,2025-01-22 03:41:50,2025-01-22 03:41:50,2025-01-21 22:41:50
326,326,9,assigned,2024-11-14 14:17:53,2024-11-14 16:17:53,2024-11-14 10:17:53
327,327,36,out for delivery,2024-08-04 05:42:09,2024-08-04 07:42:09,2024-08-04 02:42:09
328,328,19,assigned,2024-06-17 21:06:42,2024-06-18 00:06:42,2024-06-17 16:06:42
329,329,7,delivered,2024-06-28 23:02:00,2024-06-29 02:02:00,2024-06-28 19:02:00
330,330,36,delivered,2025-04-16 11:19:09,2025-04-16 12:19:09,2025-04-16 09:19:09
331,331,13,delivered,2025-03-31 10:47:20,2025-03-31 13:47:20,2025-03-31 08:47:20
332,332,33,assigned,2025-04-04 00:23:53,2025-04-04 01:23:53,2025-04-03 21:23:53
333,333,7,out for delivery,2024-12-03 15:43:17,2024-12-03 18:43:17,2024-12-03 13:43:17
334,334,20,assigned,2024-10-31 04:08:11,2024-10-31 07:08:11,2024-10-31 00:08:11
335,335,26,delivered,2025-03-01 03:53:54,2025-03-01 06:53:54,2025-03-01 01:53:54
336,336,33,assigned,2024-07-13 09:10:18,2024-07-13 11:10:18,2024-07-13 06:10:18
337,337,39,delivered,2024-11-22 21:53:20,2024-11-22 21:53:20,2024-11-22 16:53:20
338,338,8,out for delivery,2024-07-08 06:40:28,2024-07-08 09:40:28,2024-07-08 04:40:28
339,339,47,out for delivery,2024-08-15 18:49:01,2024-08-15 20:49:01,2024-08-15 15:49:01
340,340,7,assigned,2024-06-16 02:55:53,2024-06-16 04:55:53,2024-06-15 21:55:53
341,341,28,out for delivery,2024-06-09 21:59:49,2024-06-09 22:59:49,2024-06-09 18:59:49
342,342,35,out for delivery,2025-04-03 19:19:07,2025-04-03 21:19:07,2025-04-03 16:19:07
343,343,17,out for delivery,2024-06-19 22:43:59,2024-06-20 00:43:59,2024-06-19 16:43:59
344,344,39,assigned,2024-08-27 04:01:11,2024-08-27 07:01:11,2024-08-27 00:01:11
345,345,39,assigned,2025-03-19 22:10:37,2025-03-19 22:10:37,2025-03-19 16:10:37
346,346,31,out for delivery,2025-02-09 01:12:33,2025-02-09 03:12:33,2025-02-08 21:12:33
347,347,42,delivered,2024-11-14 03:57:09,2024-11-14 06:57:09,2024-11-13 21:57:09
348,348,4,assigned,2024-09-23 11:12:48,2024-09-23 13:12:48,2024-09-23 09:12:48
349,349,4,out for delivery,2025-01-27 13:27:56,2025-01-27 16:27:56,2025-01-27 07:27:56
350,350,12,delivered,2024-09-30 02:52:45,2024-09-30 03:52:45,2024-09-30 00:52:45
351,351,31,delivered,2024-05-08 17:17:45,2024-05-08 17:17:45,2024-05-08 12:17:45
352,352,36,out for delivery,2025-03-14 18:54:54,2025-03-14 21:54:54,2025-03-14 15:54:54
353,353,18,delivered,2024-11-06 11:11:09,2024-11-06 13:11:09,2024-11-06 09:11:09
354,354,18,out for delivery,2024-04-11 08:09:11,2024-04-11 10:09:11,2024-04-11 03:09:11
355,355,44,delivered,2024-12-31 14:56:05,2024-12-31 16:56:05,2024-12-31 10:56:05
356,356,7,out for delivery,2024-10-21 22:13:36,2024-10-22 01:13:36,2024-10-21 17:13:36
357,357,8,out for delivery,2024-05-22 15:25:37,2024-05-22 17:25:37,2024-05-22 12:25:37
358,358,14,out for delivery,2024-12-26 10:08:28,2024-12-26 11:08:28,2024-12-26 05:08:28
359,359,10,assigned,2025-02-14 17:50:17,2025-02-14 20:50:17,2025-02-14 13:50:17
360,360,18,assigned,2025-01-06 18:28:45,2025-01-06 20:28:45,2025-01-06 16:28:45
361,361,10,out for delivery,2024-04-15 06:56:43,2024-04-15 06:56:43,2024-04-15 01:56:43
362,362,38,delivered,2024-12-21 23:33:21,2024-12-22 01:33:21,2024-12-21 18:33:21
363,363,12,assigned,2024-06-11 01:47:12,2024-06-11 02:47:12,2024-06-10 23:47:12
364,364,16,out for delivery,2024-07-20 19:34:29,2024-07-20 21:34:29,2024-07-20 14:34:29
365,365,18,out for delivery,2024-06-01 03:50:57,2024-06-01 03:50:57,2024-05-31 23:50:57
366,366,5,assigned,2024-12-22 00:38:05,2024-12-22 02:38:05,2024-12-21 18:38:05
367,367,22,out for delivery,2024-05-03 01:56:13,2024-05-03 01:56:13,2024-05-02 22:56:13
368,368,1,out for delivery,2025-04-07 15:06:12,2025-04-07 15:06:12,2025-04-07 10:06:12
369,369,39,out for delivery,2025-04-10 15:38:00,2025-04-10 15:38:00,2025-04-10 09:38:00
370,370,25,out for delivery,2024-06-30 08:30:03,2024-06-30 08:30:03,2024-06-30 04:30:03
371,371,31,out for delivery,2024-12-05 13:46:02,2024-12-05 15:46:02,2024-12-05 11:46:02
372,372,45,assigned,2024-12-17 16:56:18,2024-12-17 19:56:18,2024-12-17 14:56:18
373,373,39,delivered,2024-12-28 09:00:03,2024-12-28 10:00:03,2024-12-28 04:00:03
374,374,33,assigned,2024-11-20 05:14:12,2024-11-20 07:14:12,2024-11-20 03:14:12
375,375,30,out for delivery,2024-10-13 06:03:31,2024-10-13 06:03:31,2024-10-13 01:03:31
376,376,50,delivered,2024-10-23 10:13:43,2024-10-23 12:13:43,2024-10-23 05:13:43
377,377,29,assigned,2024-07-15 09:04:50,2024-07-15 12:04:50,2024-07-15 03:04:50
378,378,40,assigned,2025-04-13 05:07:15,2025-04-13 07:07:15,2025-04-13 01:07:15
379,379,40,assigned,2025-01-23 08:59:33,2025-01-23 11:59:33,2025-01-23 02:59:33
380,380,27,out for delivery,2024-11-03 05:17:06,2024-11-03 08:17:06,2024-11-03 03:17:06
381,381,11,assigned,2024-06-16 14:48:27,2024-06-16 16:48:27,2024-06-16 09:48:27
382,382,47,assigned,2025-03-10 13:12:48,2025-03-10 16:12:48,2025-03-10 09:12:48
383,383,20,out for delivery,2024-05-06 02:41:18,2024-05-06 04:41:18,2024-05-06 00:41:18
384,384,16,assigned,2024-04-25 00:49:49,2024-04-25 02:49:49,2024-04-24 19:49:49
385,385,20,out for delivery,2024-10-07 12:18:33,2024-10-07 12:18:33,2024-10-07 10:18:33
386,386,24,delivered,2025-04-07 17:02:54,2025-04-07 18:02:54,2025-04-07 14:02:54
387,387,13,delivered,2024-04-09 01:07:30,2024-04-09 03:07:30,2024-04-08 22:07:30
388,388,30,out for delivery,2024-10-06 03:22:43,2024-10-06 04:22:43,2024-10-05 21:22:43
389,389,32,delivered,2025-02-21 10:50:37,2025-02-21 13:50:37,2025-02-21 05:50:37
390,390,6,delivered,2024-12-06 18:35:20,2024-12-06 19:35:20,2024-12-06 15:35:20
391,391,29,out for delivery,2024-11-21 00:28:42,2024-11-21 00:28:42,2024-11-20 19:28:42
392,392,5,delivered,2024-10-16 10:14:21,2024-10-16 12:14:21,2024-10-16 05:14:21
393,393,9,delivered,2024-07-31 04:26:17,2024-07-31 07:26:17,2024-07-30 23:26:17
394,394,29,out for delivery,2024-06-13 16:46:17,2024-06-13 16:46:17,2024-06-13 13:46:17
395,395,40,out for delivery,2025-03-07 17:55:45,2025-03-07 18:55:45,2025-03-07 14:55:45
396,396,12,assigned,2025-03-10 21:05:55,2025-03-10 23:05:55,2025-03-10 19:05:55
397,397,39,assigned,2024-10-20 00:18:20,2024-10-20 00:18:20,2024-10-19 19:18:20
398,398,34,delivered,2024-08-27 01:41:45,2024-08-27 04:41:45,2024-08-26 19:41:45
399,399,43,assigned,2024-09-03 05:14:08,2024-09-03 07:14:08,2024-09-03 00:14:08
400,400,3,out for delivery,2024-05-31 10:42:51,2024-05-31 11:42:51,2024-05-31 07:42:51
401,401,24,delivered,2025-03-30 11:21:58,2025-03-30 13:21:58,2025-03-30 06:21:58
402,402,8,assigned,2024-10-05 00:28:37,2024-10-05 03:28:37,2024-10-04 18:28:37
403,403,17,assigned,2025-03-24 16:39:10,2025-03-24 16:39:10,2025-03-24 14:39:10
404,404,50,assigned,2024-07-28 06:43:09,2024-07-28 06:43:09,2024-07-28 03:43:09
405,405,17,assigned,2024-11-24 03:01:35,2024-11-24 06:01:35,2024-11-23 21:01:35
406,406,4,delivered,2024-12-27 16:40:12,2024-12-27 16:40:12,2024-12-27 11:40:12
407,407,17,assigned,2025-01-26 20:37:06,2025-01-26 22:37:06,2025-01-26 14:37:06
408,408,22,out for delivery,2024-05-17 13:51:06,2024-05-17 15:51:06,2024-05-17 09:51:06
409,409,19,delivered,2025-04-10 10:06:51,2025-04-10 10:06:51,2025-04-10 08:06:51
410,410,16,assigned,2025-04-06 20:35:19,2025-04-06 23:35:19,2025-04-06 14:35:19
411,411,1,assigned,2024-09-28 23:56:36,2024-09-29 00:56:36,2024-09-28 19:56:36
412,412,47,out for delivery,2025-02-23 09:07:38,2025-02-23 09:07:38,2025-02-23 07:07:38
413,413,8,delivered,2024-11-07 07:44:31,2024-11-07 08:44:31,2024-11-07 03:44:31
414,414,30,assigned,2024-06-03 15:51:10,2024-06-03 18:51:10,2024-06-03 09:51:10
415,415,15,assigned,2024-08-10 17:52:34,2024-08-10 19:52:34,2024-08-10 15:52:34
416,416,5,out for delivery,2024-08-07 00:35:29,2024-08-07 01:35:29,2024-08-06 19:35:29
417,417,29,out for delivery,2024-08-19 06:41:36,2024-08-19 08:41:36,2024-08-19 02:41:36
418,418,43,assigned,2025-02-11 01:09:40,2025-02-11 02:09:40,2025-02-10 23:09:40
419,419,46,out for delivery,2024-05-27 01:00:12,2024-05-27 01:00:12,2024-05-26 21:00:12
420,420,23,assigned,2024-12-24 06:16:41,2024-12-24 06:16:41,2024-12-24 01:16:41
421,421,27,assigned,2024-12-08 20:00:28,2024-12-08 21:00:28,2024-12-08 16:00:28
422,422,14,assigned,2024-08-24 09:58:22,2024-08-24 12:58:22,2024-08-24 07:58:22
423,423,29,delivered,2024-06-12 15:13:06,2024-06-12 17:13:06,2024-06-12 09:13:06
424,424,27,delivered,2024-06-28 05:29:18,2024-06-28 08:29:18,2024-06-27 23:29:18
425,425,17,assigned,2024-06-21 00:43:30,2024-06-21 03:43:30,2024-06-20 22:43:30
426,426,19,delivered,2025-04-22 20:05:06,2025-04-22 23:05:06,2025-04-22 16:05:06
427,427,14,delivered,2024-08-12 08:17:27,2024-08-12 08:17:27,2024-08-12 05:17:27
428,428,50,assigned,2024-11-13 09:10:36,2024-11-13 09:10:36,2024-11-13 07:10:36
429,429,34,assigned,2024-09-12 08:36:48,2024-09-12 08:36:48,2024-09-12 03:36:48
430,430,7,assigned,2024-10-15 05:04:30,2024-10-15 08:04:30,2024-10-15 02:04:30
431,431,16,delivered,2025-04-21 09:52:13,2025-04-21 09:52:13,2025-04-21 05:52:13
432,432,42,out for delivery,2025-03-05 04:35:06,2025-03-05 07:35:06,2025-03-05 02:35:06
433,433,2,delivered,2024-06-24 13:14:08,2024-06-24 15:14:08,2024-06-24 09:14:08
434,434,27,delivered,2025-01-21 07:18:17,2025-01-21 10:18:17,2025-01-21 03:18:17
435,435,45,out for delivery,2025-01-01 14:01:12,2025-01-01 17:01:12,2025-01-01 11:01:12
436,436,26,assigned,2024-08-28 21:31:41,2024-08-28 21:31:41,2024-08-28 17:31:41
437,437,18,delivered,2024-09-24 01:27:17,2024-09-24 03:27:17,2024-09-23 20:27:17
438,438,8,delivered,2024-10-23 08:29:32,2024-10-23 10:29:32,2024-10-23 05:29:32
439,439,16,delivered,2024-11-16 19:27:01,2024-11-16 21:27:01,2024-11-16 14:27:01
440,440,38,delivered,2024-10-09 18:13:30,2024-10-09 19:13:30,2024-10-09 16:13:30
441,441,20,out for delivery,2024-11-19 13:56:26,2024-11-19 16:56:26,2024-11-19 09:56:26
442,442,10,assigned,2024-12-05 06:10:34,2024-12-05 06:10:34,2024-12-05 00:10:34
443,443,49,delivered,2024-08-04 03:18:12,2024-08-04 06:18:12,2024-08-03 22:18:12
444,444,40,out for delivery,2024-07-12 19:49:13,2024-07-12 21:49:13,2024-07-12 13:49:13
445,445,33,out for delivery,2025-03-03 02:23:17,2025-03-03 02:23:17,2025-03-02 23:23:17
446,446,43,delivered,2024-11-17 22:45:32,2024-11-18 01:45:32,2024-11-17 17:45:32
447,447,31,out for delivery,2024-12-11 05:54:01,2024-12-11 08:54:01,2024-12-11 00:54:01
448,448,16,assigned,2024-09-19 06:16:31,2024-09-19 08:16:31,2024-09-19 03:16:31
449,449,4,delivered,2024-09-09 04:31:10,2024-09-09 06:31:10,2024-09-09 00:31:10
450,450,21,out for delivery,2024-06-19 06:30:06,2024-06-19 09:30:06,2024-06-19 00:30:06
451,451,18,out for delivery,2024-08-31 10:47:18,2024-08-31 11:47:18,2024-08-31 05:47:18
452,452,2,delivered,2024-05-23 10:58:45,2024-05-23 12:58:45,2024-05-23 04:58:45
453,453,20,assigned,2024-04-29 03:59:46,2024-04-29 06:59:46,2024-04-28 21:59:46
454,454,20,delivered,2024-05-26 22:52:08,2024-05-26 23:52:08,2024-05-26 18:52:08
455,455,34,delivered,2024-04-23 18:57:41,2024-04-23 21:57:41,2024-04-23 15:57:41
456,456,6,assigned,2024-11-07 11:35:52,2024-11-07 12:35:52,2024-11-07 08:35:52
457,457,6,assigned,2025-01-29 02:10:05,2025-01-29 04:10:05,2025-01-28 22:10:05
458,458,26,delivered,2024-07-19 09:25:30,2024-07-19 09:25:30,2024-07-19 07:25:30
459,459,48,assigned,2024-04-06 05:03:44,2024-04-06 08:03:44,2024-04-06 03:03:44
460,460,19,delivered,2024-11-01 19:10:35,2024-11-01 19:10:35,2024-11-01 15:10:35
461,461,31,out for delivery,2025-04-21 07:51:57,2025-04-21 07:51:57,2025-04-21 05:51:57
462,462,34,assigned,2025-03-20 18:26:36,2025-03-20 18:26:36,2025-03-20 15:26:36
463,463,3,delivered,2025-04-23 17:53:27,2025-04-23 18:53:27,2025-04-23 11:53:27
464,464,13,out for delivery,2025-03-04 16:33:02,2025-03-04 19:33:02,2025-03-04 12:33:02
465,465,49,assigned,2025-03-09 20:15:40,2025-03-09 20:15:40,2025-03-09 14:15:40
466,466,24,assigned,2025-01-19 12:24:23,2025-01-19 13:24:23,2025-01-19 08:24:23
467,467,27,delivered,2024-05-14 23:58:05,2024-05-14 23:58:05,2024-05-14 19:58:05
468,468,26,out for delivery,2024-12-31 21:38:10,2024-12-31 22:38:10,2024-12-31 18:38:10
469,469,37,out for delivery,2024-04-06 18:07:43,2024-04-06 20:07:43,2024-04-06 15:07:43
470,470,41,out for delivery,2025-02-23 09:36:10,2025-02-23 10:36:10,2025-02-23 03:36:10
471,471,47,delivered,2025-02-28 04:02:29,2025-02-28 06:02:29,2025-02-27 22:02:29
472,472,14,delivered,2025-03-15 02:27:48,2025-03-15 05:27:48,2025-03-14 20:27:48
473,473,42,assigned,2025-03-08 12:01:01,2025-03-08 15:01:01,2025-03-08 09:01:01
474,474,2,assigned,2024-06-23 01:40:47,2024-06-23 01:40:47,2024-06-22 20:40:47
475,475,19,assigned,2024-08-25 02:36:54,2024-08-25 04:36:54,2024-08-24 20:36:54
476,476,8,delivered,2025-02-17 01:05:49,2025-02-17 01:05:49,2025-02-16 22:05:49
477,477,47,delivered,2025-04-23 16:30:57,2025-04-23 16:30:57,2025-04-23 13:30:57
478,478,48,out for delivery,2024-10-01 17:05:36,2024-10-01 18:05:36,2024-10-01 14:05:36
479,479,27,assigned,2024-10-25 20:14:48,2024-10-25 20:14:48,2024-10-25 16:14:48
480,480,27,assigned,2025-01-18 06:25:52,2025-01-18 08:25:52,2025-01-18 04:25:52
481,481,32,delivered,2024-06-20 23:23:16,2024-06-21 02:23:16,2024-06-20 17:23:16
482,482,8,delivered,2024-06-16 00:43:31,2024-06-16 01:43:31,2024-06-15 20:43:31
483,483,39,out for delivery,2024-12-06 18:22:17,2024-12-06 20:22:17,2024-12-06 12:22:17
484,484,3,out for delivery,2025-01-20 04:58:16,2025-01-20 06:58:16,2025-01-20 00:58:16
485,485,42,out for delivery,2025-04-04 22:34:44,2025-04-04 22:34:44,2025-04-04 16:34:44
486,486,16,out for delivery,2025-01-31 22:31:19,2025-02-01 01:31:19,2025-01-31 18:31:19
487,487,46,out for delivery,2024-07-15 23:07:58,2024-07-16 00:07:58,2024-07-15 21:07:58
488,488,21,delivered,2025-02-04 14:00:26,2025-02-04 14:00:26,2025-02-04 10:00:26
489,489,35,out for delivery,2024-12-26 15:31:58,2024-12-26 18:31:58,2024-12-26 09:31:58
490,490,1,delivered,2024-07-21 00:13:07,2024-07-21 01:13:07,2024-07-20 22:13:07
491,491,50,assigned,2024-07-19 16:22:01,2024-07-19 17:22:01,2024-07-19 12:22:01
492,492,26,delivered,2024-08-27 05:32:44,2024-08-27 06:32:44,2024-08-27 02:32:44
493,493,17,assigned,2025-03-13 14:16:32,2025-03-13 17:16:32,2025-03-13 10:16:32
494,494,11,assigned,2024-04-13 07:40:35,2024-04-13 07:40:35,2024-04-13 04:40:35
495,495,6,delivered,2024-07-07 09:44:39,2024-07-07 11:44:39,2024-07-07 03:44:39
496,496,29,assigned,2024-04-19 23:00:34,2024-04-20 02:00:34,2024-04-19 18:00:34
497,497,27,delivered,2024-12-07 11:45:33,2024-12-07 12:45:33,2024-12-07 06:45:33
498,498,3,out for delivery,2025-01-26 04:26:40,2025-01-26 07:26:40,2025-01-26 01:26:40
499,499,48,delivered,2025-02-08 02:27:38,2025-02-08 02:27:38,2025-02-07 20:27:38
500,500,24,assigned,2024-12-14 03:43:43,2024-12-14 04:43:43,2024-12-14 00:43:43
501,501,41,assigned,2025-03-03 16:28:11,2025-03-03 16:28:11,2025-03-03 11:28:11
502,502,38,out for delivery,2024-11-23 20:24:17,2024-11-23 22:24:17,2024-11-23 15:24:17
503,503,11,delivered,2024-08-27 15:18:01,2024-08-27 18:18:01,2024-08-27 13:18:01
504,504,29,delivered,2024-08-26 03:15:25,2024-08-26 03:15:25,2024-08-26 01:15:25
505,505,42,delivered,2025-01-24 10:09:12,2025-01-24 13:09:12,2025-01-24 06:09:12
506,506,20,delivered,2025-03-03 17:22:24,2025-03-03 19:22:24,2025-03-03 14:22:24
507,507,21,assigned,2025-01-21 14:47:05,2025-01-21 14:47:05,2025-01-21 11:47:05
508,508,5,assigned,2025-03-01 05:13:22,2025-03-01 08:13:22,2025-03-01 02:13:22
509,509,31,delivered,2024-09-05 04:49:45,2024-09-05 06:49:45,2024-09-04 23:49:45
510,510,7,assigned,2025-03-13 07:22:08,2025-03-13 10:22:08,2025-03-13 03:22:08
511,511,8,assigned,2024-07-07 11:22:08,2024-07-07 14:22:08,2024-07-07 08:22:08
512,512,4,out for delivery,2024-04-14 19:55:34,2024-04-14 22:55:34,2024-04-14 14:55:34
513,513,18,assigned,2025-04-20 22:21:45,2025-04-21 00:21:45,2025-04-20 18:21:45
514,514,41,assigned,2024-07-17 00:21:56,2024-07-17 02:21:56,2024-07-16 18:21:56
515,515,28,out for delivery,2025-01-02 12:18:02,2025-01-02 14:18:02,2025-01-02 09:18:02
516,516,34,assigned,2024-04-30 05:50:34,2024-04-30 08:50:34,2024-04-29 23:50:34
517,517,48,assigned,2024-05-19 17:09:42,2024-05-19 20:09:42,2024-05-19 14:09:42
518,518,21,delivered,2024-04-15 18:23:29,2024-04-15 21:23:29,2024-04-15 14:23:29
519,519,34,assigned,2025-02-20 18:28:13,2025-02-20 21:28:13,2025-02-20 13:28:13
520,520,3,delivered,2025-03-03 20:20:19,2025-03-03 22:20:19,2025-03-03 14:20:19
521,521,41,assigned,2024-07-07 18:23:13,2024-07-07 20:23:13,2024-07-07 14:23:13
522,522,36,out for delivery,2024-07-01 16:33:35,2024-07-01 19:33:35,2024-07-01 12:33:35
523,523,14,delivered,2024-06-28 22:09:23,2024-06-29 01:09:23,2024-06-28 20:09:23
524,524,46,delivered,2025-02-18 19:19:19,2025-02-18 20:19:19,2025-02-18 15:19:19
525,525,50,assigned,2024-10-01 22:27:39,2024-10-01 22:27:39,2024-10-01 16:27:39
526,526,22,delivered,2025-02-09 20:34:30,2025-02-09 21:34:30,2025-02-09 14:34:30
527,527,18,delivered,2025-02-04 09:56:17,2025-02-04 12:56:17,2025-02-04 05:56:17
528,528,25,assigned,2024-12-06 19:51:29,2024-12-06 19:51:29,2024-12-06 14:51:29
529,529,22,assigned,2025-04-20 09:06:05,2025-04-20 12:06:05,2025-04-20 07:06:05
530,530,32,assigned,2025-02-14 07:30:16,2025-02-14 08:30:16,2025-02-14 03:30:16
531,531,48,assigned,2024-09-10 20:16:56,2024-09-10 20:16:56,2024-09-10 17:16:56
532,532,16,out for delivery,2024-09-14 21:45:54,2024-09-15 00:45:54,2024-09-14 17:45:54
533,533,14,assigned,2024-06-09 03:27:44,2024-06-09 04:27:44,2024-06-09 00:27:44
534,534,50,delivered,2024-06-01 14:20:29,2024-06-01 15:20:29,2024-06-01 08:20:29
535,535,33,delivered,2025-01-29 10:21:24,2025-01-29 10:21:24,2025-01-29 05:21:24
536,536,6,delivered,2025-03-28 10:56:48,2025-03-28 13:56:48,2025-03-28 06:56:48
537,537,47,out for delivery,2024-05-13 19:09:09,2024-05-13 19:09:09,2024-05-13 17:09:09
538,538,19,out for delivery,2024-11-03 13:15:27,2024-11-03 16:15:27,2024-11-03 10:15:27
539,539,19,assigned,2024-10-07 02:20:52,2024-10-07 05:20:52,2024-10-06 20:20:52
540,540,44,out for delivery,2024-07-21 11:22:06,2024-07-21 12:22:06,2024-07-21 07:22:06
541,541,11,out for delivery,2025-04-12 10:33:43,2025-04-12 10:33:43,2025-04-12 04:33:43
542,542,33,delivered,2024-09-16 18:19:50,2024-09-16 21:19:50,2024-09-16 14:19:50
543,543,10,assigned,2024-12-18 06:17:24,2024-12-18 08:17:24,2024-12-18 00:17:24
544,544,20,out for delivery,2024-08-07 12:02:08,2024-08-07 13:02:08,2024-08-07 07:02:08
545,545,25,assigned,2025-01-10 07:14:46,2025-01-10 07:14:46,2025-01-10 04:14:46
546,546,26,delivered,2024-12-07 07:23:33,2024-12-07 09:23:33,2024-12-07 05:23:33
547,547,18,delivered,2024-09-03 03:53:22,2024-09-03 06:53:22,2024-09-02 22:53:22
548,548,50,assigned,2025-03-12 06:52:16,2025-03-12 08:52:16,2025-03-12 01:52:16
549,549,10,delivered,2024-08-13 23:22:04,2024-08-14 00:22:04,2024-08-13 21:22:04
550,550,44,assigned,2024-06-18 10:46:49,2024-06-18 10:46:49,2024-06-18 04:46:49
551,551,2,delivered,2024-09-15 00:17:11,2024-09-15 01:17:11,2024-09-14 22:17:11
552,552,2,assigned,2024-09-11 04:23:28,2024-09-11 06:23:28,2024-09-11 02:23:28
553,553,37,assigned,2024-04-03 10:59:28,2024-04-03 12:59:28,2024-04-03 06:59:28
554,554,50,out for delivery,2024-12-16 10:35:56,2024-12-16 10:35:56,2024-12-16 05:35:56
555,555,31,out for delivery,2024-12-06 06:01:39,2024-12-06 07:01:39,2024-12-06 02:01:39
556,556,14,delivered,2024-07-12 20:56:09,2024-07-12 22:56:09,2024-07-12 14:56:09
557,557,45,delivered,2025-02-06 07:01:03,2025-02-06 09:01:03,2025-02-06 02:01:03
558,558,19,out for delivery,2024-07-31 06:49:48,2024-07-31 07:49:48,2024-07-31 02:49:48
559,559,19,delivered,2025-03-29 03:37:00,2025-03-29 05:37:00,2025-03-28 22:37:00
560,560,12,delivered,2024-09-08 19:34:48,2024-09-08 20:34:48,2024-09-08 14:34:48
